id,name,slug,website,one_liner,long_description,batch,status,team_size,all_locations,industry,subindustry,tags,industries,regions,stage,isHiring,nonprofit,top_company,small_logo_thumb_url,launched_at
fl-120,ChaCha,chacha,,Search engine with a live human being,"## What was ChaCha?

ChaCha was a bit of “fresh air” being blown into the search engine industry. Back in 2006 when Facebook was in its infant years and Google had sort of established itself as a frontrunner to being the number one search engine on the Internet, ChaCha arrived seemingly out of nowhere.
In short, what the startup offered was a search engine where you could interact with a live human being - a “guide” of sorts, and then get the guides to manually search for the things that you were looking for on the Internet.
So basically you just sat in the comforts of your own home and instead of having to search for things on your own, you could get someone to do it for you. What you did was simply logging on a chat interface and you told the guide what to search for. You could also chat and interact with the guide during the search.",,Inactive,75,United States,Software & Hardware,Software & Hardware,Competition,Software & Hardware,United States,,False,False,False,,1104537600
fl-121,Shipitwise,shipitwise,,SaaS software for transportation companies,"## What was ShipItWise?

ShipItWise started out as a way of giving an instant, dynamic quote, or shipping price to anyone, anywhere in the world, using a complex algorithm that their engineers wrote. The idea was that instead of calling and sending emails, thus going back and forth, all you had to do was to use their SaaS solution and you’d get an immediate quote - right there on the spot.
Furthermore, ShipItWise signed contracts with large European freight forwarders and engaged smaller, local businesses to handle the shipping. The idea was that these smaller businesses could outsource their logistics departments to ShipItWise.",,Acquired,6,Estonia,Transportation,Transportation,No Market Need,Transportation,Estonia,,False,False,False,,1451606400
fl-122,Call9,call9,,On-demand doctors in emergency situations,"## What was Call9?

Instead of having to call 911 and wait for hours in a nursing room, not knowing if you were going to die or not, Call9 offered a different option. Call9 was especially targeted to patients in the home care industry who needed the urge to speak with a doctor right away about their issues.
The solution was simple. Instead of calling, each patient would be given some medical equipment and an iPad. Using the iPad, the patients could call in to their doctor and get medical advice - in their own living room instead of having to call an ambulance or even drive somewhere by themselves.",,Inactive,175,United States,Health,Health,Bad Business Model,Health,United States,,False,False,False,,1420070400
fl-123,Koinex,koinex,,Cryptocurrency exchange platform,"## What was Koinex?

Koinex started in India in the summer of 2017 and quickly built a big cryptocurrency exchange, reaching a peak in December 2017. During that time, the platform recorded a staggering 246 Million dollars in trading volume and added as much as 45,000 new users during a timespan of only 24 hours!
The idea was to bring the world of cryptocurrencies to India. The platform let users trade Bitcoin, Ethereum, Bitcoin Cash, Ripple and many other well-known cryptocurrencies on a peer to peer basis.
Users could enjoy the benefits of transparent pricing for each currency so that buyers could place bids and sellers could place ‘asks’. Koinex also offered a highly secure wallet where users could store their money.
Koinex also had raised a secretly kept amount of funding from foreign investors.",,Inactive,75,India,Finances,Finances,Legal Challenges,Finances,India,,False,False,False,,1483228800
fl-124,Vreal,vreal,,VR game-streaming platform,"## What was Vreal?

Started in 2015, Vreal was a virtual reality startup that enabled users to create avatars and interact with content creators and players on a shared VR space. The startup managed to snag more than $15 million from VC firms including Axioma Ventures, Upfront Ventures, and Intel Capital. Vreal allowed players to watch immersive content while being inside the game, think of it as ‘Twitch for VR’ (Twitch is a live-streaming platform for gamers). They had more than two dozen employees before they decided to shut shop in August 2019.",,Inactive,30,United States,Entertainment,Entertainment,Bad Timing,Entertainment,United States,,False,False,False,,1420070400
fl-125,Utrip,utrip,,AI-powered travel planning services,"## What was Utrip?

Utrip was a travel planning startup that used Artificial Intelligence and user recommendations to create highly personalized itineraries for its clients. Utrip was started on July 15, 2012, by Gilad Berenstein, his engineer-father Yair Berenstein, and Edan Shahar. They managed to raise a corpus of $4 million from some high profile investors that included Acorn Ventures, Tiempo Capital, and some executives from Apple and Costco.
Apart from helping travelers, they also had a white-label product called Utrip PRO which was sold to hotels, travel agencies, and DMOs (Destination Marketing Organizations) that wanted to offer travel planning on their websites. With millions of traveler profiles and data points gathered through its partnerships, it did look like they had cracked personalization for travelers. But unfortunately, it was not the case.",,Inactive,30,United States,Travel,Travel,Mismanagement of Funds,Travel,United States,,False,False,False,,1325376000
fl-126,Radar Radio,radar-radio,,UK digital radio station,"## What was Radar Radio?

Radar Radio was a London-based and seemingly vibrant online radio station that was seen to be the breeding ground for some of the most talented broadcasters and musicians of the next generation.
The station was renowned for hosting shows that highlighted established as well as new musical talent. Some of the guests that were hosted on these shows include the likes of  JME, Cardi B, and MIA. The station was owned by Ollie Ashley and mainly appealed to the youth across different racial devices, and especially people of color.",,Inactive,30,United Kingdom,Entertainment,Entertainment,Mismanagement of Funds,Entertainment,United Kingdom,,False,False,False,,1199145600
fl-127,Shyp,shyp,,On-demand shipping startup,"## What was Shyp?

The world of on-demand startups has been a lucrative one since the founding and subsequent rise of Uber a decade ago. Shyp wanted to do exactly that with an on-demand shipping service in mind. More precisely, Shyp wanted to provide a service that would allow you to take a photo of whatever you want to be shipped, and then upon uploading it on the accompanying mobile app, have a courier pick it up and deliver it to the company headquarters where employees would then box the item using their own high-end custom-packaging and ship it via a FedEx, UPS, or other similar delivery services.",,Inactive,30,United States,Transportation,Transportation,Multiple Reasons,Transportation,United States,,False,False,False,,1356998400
fl-128,Theranos,theranos,,Consumer healthcare technology company,"## What was Theranos?

Founded in 2003 by then 19-year-old Elizabeth Holmes, biotech upstart Theranos claimed to have devised a way to predict the onset of life-threatening diseases using just small amounts of blood samples—their revolutionary technology requiring only about 1/100 to 1/1,000 of the amount of blood that would ordinarily be needed for pre-existing tests. It then recommended preventative medical cures based on those results. Theranos was hailed as a revolutionary startup that raised more than $700 million in venture capital and private investor funding. At its peak around 2014, the company was valued at a whopping $10 billion.",,Inactive,30,United States,Health,Health,Legal Challenges,Health,United States,,False,False,False,,1041379200
fl-129,Laurel & Wolf,laurel-wolf,,Online interior design marketplace,"## What was Laurel & Wolf?

Launched in 2014 by Laure Fine and Brandon Kleinman, Laurel & Wolf was an online marketplace whose aim was to bring budget-friendly interior design solutions to customers through the Internet. Laurel & Wolf theorized that a  customer would pay a flat consultation fee to be paired up with a  designer over the company’s online platform. Though some small tweaks were made over the model and pricing over the years, its basic premise always revolved around cutting out the middleman to bring quality to the customers, a concept that SF venture funds bet largely on.",,Inactive,75,United States,e-Commerce,e-Commerce,Multiple Reasons,e-Commerce,United States,,False,False,False,,1388534400
fl-130,Stratolaunch,stratolaunch,,Launching rockets into space from airplanes,"## What was Stratolaunch?

Stratolaunch was started as an ambitious project by Microsoft co-founder Paul Allen and Burt Rutan (Founder of Scaled Composites) in 2010. The idea was to utilize the strategy of using a carrier aircraft to launch orbital rockets from the stratosphere. This would give rockets an altitude and speed boost, and supposedly reduce costs in the process.
Following on the footsteps of what SpaceX achieved by privatizing space travel, Stratolaunch wanted to repeat that success with orbital rockets.
They first successfully took off on April 13, 2019. However, barely 2 months after that first successful flight, the Seattle based startup that had the brains and capital from the best of Silicon Valley behind it, ceased operations and was put up for sale in June 2019.
Fortunately, Stratolaunch was able to getacquiredat the end of 2019 by Cerberus Capital Management, a private equity fund.",,Inactive,750,United States,Transportation,Transportation,Lack of Focus,Transportation,United States,,False,False,False,,1262304000
fl-131,Navdy,navdy,,Augmented driving device for cars,"## What was Navdy?

Navdy wanted to revolutionize automotive navigation through a heads-up display (HUD) model that projected the GPS navigation in front of you (much like in an airplane cockpit).
The company's user-friendly device was meant to be installed on the dashboard of a car, right in front of the steering wheel and help make driving much safer by getting people to look straight ahead at the road rather than at their phones.
Navdy also came up with its own ios app that linked up with the main HUD device and provided it with the relevant navigational output to display to the driver.
Navdy’s pitch was quite straightforward. Whereas head-up displays are increasingly common in some cars (generally performance or luxury models), they’re still a relative rarity on mainstream vehicles, and there’s usually no retrofitting possible from the automakers themselves.
Their solution, therefore, was a device that mounted on the dashboard that included a small, transparent display panel within the driver’s line of sight that would project navigational information right in front of the driver.",,Inactive,75,United States,Transportation,Transportation,Multiple Reasons,Transportation,United States,,False,False,False,,1356998400
fl-132,Anki,anki,,Building emotionally intelligent robots,"## What was Anki?

Anki was a robotics and AI startup founded in 2010 that aimed to integrate robotics and IoT (Internet of Things) into children's toys and games. Anki programmed objects so that they could be intelligent and adapt to the physical world, with the aim of solving the problems of positioning, reasoning, and execution in artificial intelligence and robotics.
Their first successful product was the Anki Drive; which combined a toy racing car and track set with an iOS app for controlling and programming the toy cars.
Anki also released other successful products like Anki Overdrive (the successor of Anki Drive) and an interactive toy robot called Cozmo, as well as a more advanced version of Cozmo, called the Vector.
The sophistication of Cozmo even made it to Carnegie Mellon University (the founders’ alma mater), where it was used for college-level robotics classes. Cozmo, in fact, came with programing tools ranging from a simple drag-and-drop interface based on MIT’s Scratch Blocks to a full software development kit in the Python programming language.
According to Boris Sofman, the company’s CEO and co-founder, their goal was to create robots that “feel alive.” This included creating naturalistic imperfections in how they moved around, for example. This was in order to make them appear more lifelike to their human companions.
Anki’s Cozmo and its successor Vector were 2 products that showed quite a high level of sophistication in what was coined as ""AI emotional intelligence""; which in other words means the capacity to show ""emotion"" to new stimuli.
The company received $50 million in Series A and Series B venture funding from Andreessen Horowitz, Index Ventures, and Two Sigma. In September 2014, Anki announced that it had raised another $55 million in Series C venture funding led by JP Morgan.
In June 2016, the company announced its latest round of funding, which amounted to $52.5M, also led by JP Morgan. The total funding to date is $182.5 million.",,Inactive,175,United States,Software & Hardware,Software & Hardware,Lack of Funds,Software & Hardware,United States,,False,False,False,,1262304000
fl-133,Seven Dreamers Laboratories,seven-dreamers-laboratories,,"Robot that washes, dries and irons clothes","## What was Seven Dreamers Laboratories?

Ever since the word “robot” was coined from the Czech wordRobotaas a reference to forced labor, inventors have been trying to bring it to reality. Robots have become an essential component in factories, assembly lines, and other areas where repetitive and tough labor is needed. Their resilience has ensured their success and popularity not as slaves but as a super-productive replacement for their human counterparts.
Robots designed are yet to become an essential part of our home and everyday life, but that still hasn’t deterred companies from trying to develop the perfect home servant. After the success of Roomba as a robot vacuum cleaner, it was the turn of Seven Dreamers Laboratory to come up with a robot that, according to their claim, washed, dried, ironed and even folded laundry.
During their business lifetime, Seven Dreamers received $89 million in venture capital, partnered with Panasonic and Daiwa House Industries Corporation, and even premiered at the 2015 CEATEC consumer electronics show in Tokyo inevitably hyping up the launch of their Laundroid.",,Inactive,175,Japan,Software & Hardware,Software & Hardware,Poor Product,Software & Hardware,Japan,,False,False,False,,1388534400
fl-134,Munchery,munchery,,Gourmet meals at your doorstep,"## What was Munchery?

Back in 2010, Munchery co-founders Tri Tran and Conrad Chu came up with a seemingly brilliant idea in Munchery. Hiring a team of gourmet chefs that would cook up a variety of uniquely crafted, continually changing menus, Munchery allowed users to order this food and have it delivered straight to their doorstep. Customers would then be able to rate the food and the chefs according to their satisfaction. This idea of gourmet meals on-demand allowed the company to raise its most recent $125 million in total funding and was speculated to be valued at $300 million at its peak.",,Inactive,175,United States,Food & Beverage,Food & Beverage,Multiple Reasons,Food & Beverage,United States,,False,False,False,,1293840000
fl-135,Quibi,quibi,,Short-form streaming platform,"An analysis on why did Quibi, a short-form video streaming platform, shut down despite raising $1.8 billion from investors and having an experienced team.",,Inactive,375,United States,Entertainment,Entertainment,Multiple Reasons,Entertainment,United States,,False,False,False,,1514764800
